temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
64.5,100,64.5,0.99,2.48,45,50,4.4,0.0114
65.1,99,64.7,2.41,3.83,48,49,4.1,0.0162
67,92,64.6,3.25,4.6,45,46,5.6,0.0293
67.7,91,65,2.61,3.66,58,55,6.7,0.0424
69.1,89,65.6,1.93,2.82,69,67,7.4,0.0554
68.3,92,65.9,2.18,3.29,74,70,7,0.0685
69.3,88,65.4,2.1,2.9,87,88,6.3,0.0816
73.1,78,65.8,1.2,1.5,95,94,5.7,0.0947
74.2,76,66.3,1.8,2.3,90,92,6.6,0.1077
73.5,77,65.8,1.66,2.24,123,117,6.7,0.1208
72.8,77,65.2,1.92,2.72,129,126,4.9,0.1339
72.8,78,65.7,2.31,3.11,95,94,5.3,0.147
72.4,81,66.1,2.47,3.37,104,102,6.2,0.16
71,82,65.4,2.53,3.51,108,110,6.3,0.1731
71.6,81,65.5,2.5,4.27,106,111,5.5,0.1862
68.7,90,65.7,2.14,4.89,143,149,4.8,0.1992
69.7,89,66.4,2.72,5.95,144,151,4.7,0.2123
70.3,86,66.1,3.35,7.05,170,173,6.3,0.2254
69.9,82,64.3,3.81,7.62,183,184,7.3,0.2385
68.8,86,64.3,4,7.94,183,186,7.4,0.2515
68.1,86,63.9,4.87,9.08,199,201,10.2,0.2646
67.5,89,64.2,4.74,8.73,198,200,10.2,0.2777
67,91,64.2,5.42,9.74,210,212,10.5,0.2908
66.2,91,63.6,4.2,7.96,205,208,10.5,0.3038
66.8,94,64.9,4.21,8.01,198,200,8.1,0.3169
68.3,93,66.3,4.72,8.38,201,203,9.2,0.3552
69.2,86,64.7,4.05,7.48,200,203,9.7,0.4187
70.2,82,64.6,5.18,7.79,190,189,9.8,0.4823
70.1,85,65.5,5.04,7.91,194,193,12.7,0.5458
67.8,87,63.7,5.85,9.71,213,215,11.4,0.6093
68.6,88,64.8,5.02,7.58,215,216,12.2,0.6728
70.4,81,64.5,5.42,7.89,240,240,14,0.7364
70.9,69,60.4,5.14,7.47,243,244,12.6,0.7639
71.5,55,54.5,6.13,8.9,244,243,13.3,0.7554
69.5,53,51.7,6.48,9.53,243,242,13.9,0.7469
67.4,55,50.5,6.77,10.05,239,239,14.3,0.7384
64.5,63,51.5,6.31,9.8,243,241,14.2,0.7299
64.4,63,51.3,6.42,10.26,233,232,13.3,0.7214
64.2,66,52.4,6.33,10.1,231,231,12.9,0.721
62.3,74,53.7,5.08,8.78,212,217,12.9,0.7286
60.9,81,55,4.76,8.29,231,236,10.7,0.7362
60.5,88,56.8,6.01,9.8,266,268,12.2,0.7437
59.8,86,55.5,5.82,9.61,265,267,11.9,0.7513
59.2,82,53.8,5.51,9.3,267,269,11.8,0.7589
58.9,81,53,5.5,9.5,269,272,10.8,0.7665
58.6,80,52.3,6,10.12,272,274,11.6,0.7741
58.5,78,51.6,6.23,10.37,276,277,12.9,0.7817
58.1,77,50.8,6.44,10.72,276,279,13,0.7892
57.6,78,50.7,6.66,11.08,278,280,13.4,0.7968
57.4,78,50.5,6.48,10.92,279,282,13.5,0.7847
59.3,79,52.8,5.97,9.57,279,281,13.1,0.7529
60.8,73,52.2,6.67,10.22,289,290,14.1,0.7212
62.7,66,51,6.67,9.94,300,299,14.1,0.6894
65.1,58,49.9,5.91,8.57,304,304,14,0.6576
67.2,50,48,6.49,9.46,304,303,13.8,0.6258
66.7,52,48.7,5.64,8.36,295,296,14,0.594
67.6,49,47.8,5.52,8.1,292,294,12,0.5569
68.6,47,47.7,5.63,8.36,290,291,12.2,0.5145
69.1,46,47.4,4.79,7.02,299,298,11.9,0.4721
69.7,44,47.1,4.16,6.04,297,297,10.2,0.4297
69.5,45,47.4,3.08,4.6,306,304,8.9,0.3873
69.1,49,49.4,1.64,2.9,322,316,6.5,0.3449
66.3,63,53.3,0.89,2.11,27,355,3.4,0.3167
63.7,67,52.8,0.94,0.81,122,120,1.6,0.3025
60.7,77,53.5,1.8,2.63,161,189,2.9,0.2883
58.9,78,52,2.4,4.68,180,196,3.9,0.2741
58.1,75,50.1,2.6,6.13,203,206,4.6,0.26
57.7,76,50.3,2.58,5.91,234,251,4.6,0.2458
57,80,50.9,2.64,5.71,241,259,4.6,0.2316
56.2,83,51,2.37,5.2,242,259,4.5,0.2174
55.4,86,51.1,2.56,5.46,249,262,4.4,0.2033
55,87,51.1,2.38,5.4,255,268,4.4,0.1891
54.4,89,51.3,2.33,5.04,239,256,4,0.1749
55,89,51.9,1.99,4.4,252,269,3.9,0.1657
59.8,84,54.8,2.02,4.18,261,281,3.6,0.1615
63.5,78,56.4,1.68,2.94,253,260,5.5,0.1572
66.8,69,56.4,2.58,3.69,234,237,6,0.153
70.2,65,57.9,3.19,4.49,238,238,8.8,0.1487
72.4,63,58.9,3.01,4.14,249,250,9.8,0.1445
74.2,59,59.1,2.72,3.7,253,251,9.9,0.1402
74.8,58,59,2.25,3.13,249,243,9.4,0.1369
67,75,58.8,4.98,7.15,232,228,10.3,0.1344
65.4,84,60.3,1.43,2.7,205,231,10.6,0.132
67.4,80,61,1.84,2.69,225,228,4.5,0.1295
68.5,75,60.1,2.52,3.72,263,264,5.7,0.1271
68.3,75,60.1,1.84,2.92,225,232,5.3,0.1246
67.5,78,60.5,1.86,3.74,234,254,3.6,0.1221
64.8,86,60.5,1.98,4.49,225,238,4,0.1197
62.9,91,60.1,1.3,3.2,238,256,3.4,0.1172
61.9,92,59.7,1.77,3.4,223,242,2.6,0.1148
60.9,93,58.8,2.26,4.52,225,235,3.7,0.1123
60.4,93,58.2,2.11,4.74,239,242,3.9,0.1099
60,92,57.7,2.15,4.33,242,251,3.4,0.1074
59.5,93,57.5,2.01,4.18,243,253,3.3,0.1049
59.4,93,57.5,1.75,3.69,239,257,3.2,0.1025
59.3,93,57.4,1.97,3.62,246,264,3.1,0.1
60,92,57.6,1.82,3.7,261,272,3.3,0.0976
61,89,57.9,1.8,3.96,267,280,3.5,0.0951
61.7,91,59.1,1.8,3.76,304,310,3.3,0.0926
61.9,92,59.6,1.35,2.78,312,322,3.1,0.0902
63.6,92,61.2,0.2,0.6,90,360,2.9,0.0877
64.4,89,61,0.41,0.3,166,180,2.5,0.0853
66,90,62.8,1.49,1.88,200,205,4.1,0.0828
67.7,77,60,2.69,3.61,312,318,6,0.0804
64.7,85,60.1,3.72,5.5,31,27,8.9,0.0779
65.5,83,60.3,3.16,4.46,11,9,8.4,0.0754
68,77,60.5,2.93,4.13,8,7,7.9,0.073
67.9,72,58.7,3.21,4.4,356,357,7.9,0.0705
67.5,62,54,3.21,4.63,5,6,8,0.0681
66.7,61,52.9,2.67,4.08,13,11,7.1,0.0656
65.5,74,57,2.34,4.17,50,44,5.7,0.0693
60.9,87,57,1.39,2.87,30,29,4.4,0.0793
58.6,90,55.8,1.42,2.78,309,330,2.4,0.0892
58.2,88,54.7,1.63,3.77,313,338,3.2,0.0992
57.6,86,53.4,1.84,3.94,311,336,2.8,0.1091
56.1,87,52.3,1.58,3.66,305,325,2.9,0.1191
57.3,82,51.9,2.33,4.18,295,318,2.8,0.129
56.9,83,51.8,2.77,5.41,283,298,4.2,0.1389
56.8,83,51.6,2.8,6.26,272,283,4.7,0.1489
56.2,87,52.4,2.72,6.25,264,277,4.8,0.1588
55.5,93,53.4,2.8,6.22,270,281,4.8,0.1688
55.8,94,54.2,2.6,5.92,268,282,4.8,0.1784
60.7,86,56.5,2.84,5.7,260,272,5,0.1877
65.1,75,56.8,2.57,4.24,257,262,5.5,0.197
68.2,63,55.1,3.3,4.8,268,269,7.4,0.2062
71.1,60,56.4,3.21,4.62,274,275,7.7,0.2155
73.8,54,56.3,3.47,5,282,282,8.3,0.2248
75.8,49,55.2,3.48,4.81,288,287,8.5,0.2341
77.1,46,54.6,3.27,4.49,293,291,8.3,0.2332
77.5,44,54,3.26,4.59,288,286,8.3,0.222
77.5,44,53.7,3.49,4.95,283,284,7.9,0.2108
77.2,45,54.1,3.3,4.92,272,275,8.5,0.1996
77,46,54.4,3.01,5,266,269,7.2,0.1884
75.8,51,56.2,2.41,5.01,275,273,7.5,0.1772
72.7,58,57.2,1.96,4.81,255,266,5.9,0.1999
69.3,64,56.5,2.06,5.4,256,272,3.2,0.2566
67.8,66,56,2.55,6.2,244,260,4.3,0.3133
67,66,55.4,2.77,6.87,244,257,5,0.3699
66.3,66,54.5,2.97,7.24,250,264,5.5,0.4266
65,68,54.3,2.94,7.01,260,272,5.5,0.4833
63.8,73,54.8,2.73,6.62,262,274,5.4,0.54
62.7,75,54.6,2.72,6.3,253,271,5,0.5966
61.7,75,53.7,2.5,6.1,254,268,5,0.6533
60.6,77,53.3,2.69,6.41,255,267,4.6,0.71
60.5,77,53.4,2.98,6.94,256,264,5.6,0.7667
60.6,80,54.3,2.72,6.1,264,270,5.3,0.7559
64.7,77,57.4,3.51,6.67,250,257,5.8,0.6776
68.1,73,59.1,3.26,5.17,252,255,7,0.5994
71.5,69,60.7,2.93,4.23,262,263,7.1,0.5211
74.8,63,61.5,2.72,3.71,264,265,7,0.4428
77.7,55,60.1,2.92,3.92,264,264,7,0.3646
78.4,47,56.4,3.6,5,268,269,8.1,0.2863
79.6,43,54.9,3.51,4.81,267,266,8.4,0.2403
79.6,41,53.7,3.5,4.8,270,268,8.1,0.2265
78.9,42,53.7,3.3,4.71,268,266,8,0.2128
78.1,44,54.6,2.7,4.21,268,266,7.3,0.199
77.5,48,56.3,1.77,3,313,307,5.8,0.1852
75.5,63,61.8,0.92,2.25,347,339,3.8,0.1715
74.8,57,58.7,1.6,3.61,274,273,1.5,0.1577
70.8,67,59.1,1.71,3.59,291,283,2.5,0.1439
72.8,53,54.7,1.21,2.32,246,277,2.8,0.1302
67.3,74,58.9,1.22,1.63,171,223,1.8,0.1164
67,75,58.8,1.5,1.99,184,198,2.9,0.1026
64.4,82,58.8,1.26,1.66,198,205,2.4,0.0889
63.4,84,58.3,1.12,1.21,207,204,1.9,0.0751
63.2,82,57.7,1.49,1.98,222,225,2.4,0.0613
63.3,81,57.3,1.94,2.7,215,219,3.2,0.0475
63.4,80,57.1,1.53,2.76,238,224,3,0.0338
62.7,82,57.1,1.75,3.14,239,239,2.8,0.02
62.8,80,56.6,2.06,4.28,203,217,3.6,0.0163
63.6,84,58.5,2.42,4.79,204,203,3.6,0.0226
66.9,77,59.3,2.1,4.65,205,208,4.1,0.029
70.8,68,59.7,2.15,3.89,208,209,4.8,0.0353
73.5,63,60,2.1,3.13,205,207,5,0.0417
76.9,50,57.1,2.61,3.5,212,211,5.9,0.048
78.1,44,54.2,2.62,3.67,198,197,6.9,0.0543
78.4,43,54.3,2.4,3.3,180,180,6.3,0.057
78.5,43,54.4,2.21,3.04,162,163,5.7,0.056
78.9,44,55.4,2.92,4.05,158,160,6.8,0.055
79,46,56.3,3.09,4.35,155,157,7.1,0.054
78.3,49,57.5,2.97,4.58,147,148,7,0.053
75.9,57,59.4,3.19,5.66,131,132,6.6,0.0521
72.7,66,60.8,2.44,5.41,109,109,6.8,0.0793
69.5,70,59.4,2.51,6.35,119,123,4.8,0.1348
68.7,74,60.1,2.42,6.11,142,140,4.6,0.1903
68.7,70,58.6,3.21,7.3,175,181,5.7,0.2459
67.7,67,56.2,3.21,7.5,175,179,5.9,0.3014
66.4,67,55,3.2,7.41,178,183,6.1,0.3569
65.4,69,54.9,3.2,7.37,182,188,6,0.4124
64.6,73,55.6,3.47,7.65,192,197,6.4,0.4679
64.5,75,56.4,3.13,7.18,187,196,6.4,0.5234
64.2,77,57,2.94,6.87,198,201,5.8,0.5789
64.1,77,56.8,2.72,6.41,234,236,5.7,0.6344
63.2,79,56.5,2.56,5.63,249,250,5.1,0.6151
66.3,80,60,3.71,6.95,207,210,5.6,0.521
68.4,77,61,2.82,4.61,207,210,7.5,0.4268
70.2,75,61.8,3.26,4.74,207,208,6.9,0.3327
70.5,77,63.1,3.35,4.83,207,207,7.1,0.2385
71.3,77,63.7,2.92,4.2,202,205,8.4,0.1444
73.6,73,64.5,2.52,3.5,214,211,8.5,0.0502
68.9,84,63.7,2.86,4.1,234,236,9.2,0.0097
71.1,79,64.3,2.48,3.39,223,225,6.2,0.0228
74.4,74,65.8,2.55,3.55,222,220,10,0.0359
67.7,83,62.2,5.32,8.3,258,257,11.1,0.0491
67.1,89,63.6,2,3.4,270,272,10.6,0.0622
69.1,83,63.6,3.6,5.5,268,268,7.4,0.0753
67.8,91,64.9,0.7,1.28,180,231,7.3,0.0866
66.5,93,64.5,2.02,4.24,237,255,3.3,0.096
65.4,92,62.9,2.47,5.25,291,301,4.8,0.1054
64.3,95,62.8,2.16,4.79,283,299,4.4,0.1148
63.6,95,62.1,2.88,5.99,290,298,5.2,0.1242
63.3,94,61.6,2.44,5.46,289,298,5.2,0.1336
62.7,94,60.9,2.4,5.28,287,299,4.2,0.143
62.2,95,60.7,2.28,5.06,285,300,4.3,0.1524
61.8,96,60.6,2.47,5.25,291,301,4.5,0.1618
61.4,97,60.5,2.62,5.2,288,300,4.8,0.1712
61,97,60.3,2.67,5.15,283,294,4.9,0.1806
60.7,98,60.2,2.82,5.41,287,295,5.2,0.2006
62.6,94,60.9,2.62,5.02,288,301,8.1,0.2311
62.7,91,60.1,3.28,5.39,322,329,7.3,0.2617
64.8,90,61.8,2.42,3.66,294,305,6.6,0.2922
64.4,85,59.6,3.7,5.52,322,325,8.2,0.3227
64.3,84,59.4,3.72,5.55,324,326,8.7,0.3533
67.8,83,62.4,3.05,4.46,311,318,8.1,0.3838
69.8,77,62.4,3.45,4.92,330,333,8.4,0.3779
67.9,77,60.2,3.42,4.91,322,327,8.9,0.3357
68.5,70,58.2,3.94,5.64,333,335,9.3,0.2935
69.3,65,56.9,3.99,5.7,338,338,9.3,0.2512
69.4,63,56.4,4.22,6.11,338,339,9.2,0.209
68.1,65,56,3.23,5,344,344,8.9,0.1667
67.2,71,57.4,1.6,3.61,356,355,6.7,0.1412
63.8,79,57.2,1.41,3.65,352,351,2.5,0.1322
62.5,82,56.9,1.97,4.4,336,343,3.2,0.1233
61.8,81,56.1,1.89,4.44,328,352,3.6,0.1143
60.3,77,52.9,2.22,5.25,324,342,3.4,0.1054
58.7,80,52.6,2.06,4.98,299,322,3.5,0.0964
58.3,85,53.9,2.15,4.84,292,308,3.3,0.0875
58.2,89,54.9,2.28,5.08,293,306,3.5,0.0785
57.6,90,54.7,2.53,5.64,288,297,4.3,0.0696
57,92,54.8,2.55,5.52,281,292,4.4,0.0606
56.3,95,54.8,2.34,5.33,290,300,4.4,0.0517
56.4,94,54.6,2.3,5.25,304,310,4,0.0541
60.7,88,57,2.42,4.83,294,304,4,0.0678
64.5,78,57.3,1.94,2.89,282,284,4.7,0.0816
68.1,66,56.4,1.9,2.7,270,272,5.1,0.0954
71.2,59,56.3,2.2,3,270,270,5.9,0.1091
73.9,51,54.6,2.14,2.75,281,280,5.9,0.1229
75.5,47,54,1.62,2.06,292,293,5.9,0.1366
77.1,44,53.6,1.12,1.3,260,266,5.1,0.1504
76.2,43,52,1.1,1.4,90,94,4.2,0.1642
74.4,56,58,2.7,3.51,90,93,6.4,0.1779
72.6,65,60.2,3.4,4.6,92,92,8,0.1917
70.7,68,59.5,3.5,5,88,91,8.2,0.2055
68.6,71,58.9,2.3,3.6,90,92,7.7,0.2192
66.7,77,59.2,1.36,2.8,126,125,4.9,0.233
63.9,85,59.3,1.78,3.82,142,135,2.6,0.2468
63.3,86,59.1,2.3,4.11,146,139,3.7,0.2605
61.9,88,58.3,2.47,4.84,148,142,4,0.2743
61.8,85,57.3,2.51,5.22,157,148,4,0.288
61.3,85,56.8,2.66,5.37,160,156,4.2,0.3018
60.9,88,57.3,2.72,5.2,174,169,4.1,0.3156
60.2,90,57.3,2.53,5.19,198,199,4.1,0.3293
60,90,56.9,2.42,5.24,204,209,3.9,0.3431
60,89,56.9,2.28,5.16,209,216,4,0.3569
60.5,88,57.1,2.12,5.06,199,210,3.8,0.3706
61.3,85,56.9,2.4,5.59,197,204,4.2,0.3555
63.7,82,58,2.68,5.28,207,209,4.5,0.3115
66.7,73,57.9,2.2,4.77,177,190,4.6,0.2676
69.8,66,58.1,2.5,3.9,180,181,5.5,0.2236
71.3,62,57.5,2.5,3.61,178,177,6,0.1796
73.2,58,57.4,2.3,3.1,182,180,5.7,0.1356
74.6,53,56.2,2.57,3.49,167,167,6.3,0.0917
75.3,50,55.3,2.51,3.49,151,153,6.3,0.0758
76.8,48,55.5,2.18,3.13,164,163,6.2,0.0881
76.7,48,55.3,1.51,2.2,188,180,5.5,0.1004
75.4,50,55.7,0.71,1.1,172,175,3.6,0.1127
75.1,54,57.1,0.86,1.14,126,142,2.4,0.125
73.3,62,59.3,0.4,0.61,90,171,2.2,0.1373
70.8,70,60.5,2.28,4.84,119,128,1.5,0.1486
67.8,77,60.1,2.19,5.47,137,140,4.3,0.159
67.1,78,60,1.7,4.92,140,142,3.9,0.1694
66.9,77,59.5,1.8,4.52,183,175,2.9,0.1797
66.1,81,60,1.7,4.29,208,208,5.8,0.1901
64.9,85,60.3,1.94,4.56,235,232,4.5,0.2005
63.6,89,60.3,1.3,3,302,300,3.3,0.2108
62.3,93,60.3,1.13,2.62,45,18,2,0.2212
61.8,94,60,0.95,0.58,162,59,2,0.2316
61.6,96,60.3,0.92,2.11,283,301,1.3,0.2419
61.1,97,60.1,1.77,3.5,317,323,2.6,0.2523
61.1,96,59.9,1.84,3.69,299,311,2.9,0.2418
64.1,93,61.9,1.36,2.62,253,317,3.5,0.2103
67,88,63.3,1.42,2.05,309,313,3.5,0.1788
69,82,63.3,2.62,3.62,353,354,6,0.1473
70.6,76,62.7,2.65,3.67,11,11,6.7,0.1159
72.6,64,60,1.92,2.53,9,9,6.6,0.0844
74.8,57,58.3,1.8,2.51,357,355,5.5,0.0529
76.9,50,57.1,2.8,3.69,325,327,6.8,0.0387
76.5,49,56.2,3.28,4.47,322,326,7.9,0.0417
76.2,50,55.9,2.91,3.91,319,320,7.9,0.0447
77.1,48,55.8,3.05,4.19,302,303,7.1,0.0478
75.3,53,57.3,2.66,3.7,340,341,7.1,0.0508
72.4,65,60,2.24,3.31,27,25,6,0.0538
70.9,69,60.4,1.61,3.42,30,21,4.9,0.0535
66.4,79,59.6,2.08,4.52,35,28,3.6,0.0498
65.2,80,58.8,1.98,4.83,41,34,3.6,0.0462
64.4,83,59.1,1.97,4.12,60,51,3.4,0.0425
63.5,86,59.3,1.97,4.3,60,54,3.3,0.0388
62.8,89,59.5,1.58,3.88,55,55,3.2,0.0352
63.2,89,59.8,1.86,3.82,36,43,3,0.0315
62.7,88,59.1,2.14,4.4,11,21,3.4,0.0278
62.2,87,58.3,2.06,4.68,14,20,3.5,0.0242
61.7,91,58.9,1.49,3.81,20,30,3.5,0.0205
62.2,91,59.6,1.3,2.12,360,45,2.5,0.0168
61,96,59.9,1.22,1.75,9,59,1.6,0.0156
63.1,94,61.2,0.99,1.5,315,356,2.5,0.0167
67.2,85,62.5,0.5,0.81,37,30,2.4,0.0178
70.2,75,62,0.73,0.92,74,77,3.2,0.0189
72.8,66,60.7,1,1.3,90,90,3.9,0.02
75.1,60,60.1,1,1.4,84,90,4.3,0.0211
76.3,55,59.2,1.61,2.1,60,65,5,0.0223
75.5,59,60.4,2.94,3.85,80,81,7.1,0.0265
73.9,63,60.5,4.1,5.7,89,90,9.3,0.0338
73.5,62,59.6,3.65,5.26,99,99,9.3,0.0412
73.6,60,59,3.93,5.54,97,97,8.6,0.0485
72.6,60,58.2,3.9,5.71,91,93,9.2,0.0559
71.5,64,58.8,3.01,4.83,94,96,8.4,0.0632
69.3,74,60.9,2.53,4.88,99,101,6.2,0.0995
66.4,84,61.6,1.91,4.46,96,106,4.6,0.1649
65.4,90,62.6,2.24,4.74,100,108,3.6,0.2302
65.7,89,62.4,2.47,5.5,104,109,4.6,0.2956
65.1,89,61.8,2.65,5.76,101,110,4.6,0.3609
65.4,86,61,2.91,6.36,117,120,5.4,0.4262
65.5,86,61.1,2.92,6.45,121,131,5.4,0.4916
66.5,82,60.9,3,6.64,143,149,5.6,0.5569
66.8,75,58.8,3.16,7.03,145,150,6,0.6223
67,72,57.8,3.48,7.52,141,147,6.7,0.6876
67.2,70,57.3,3.56,7.74,142,147,7,0.753
67.6,69,57.1,3.83,7.91,139,145,7.3,0.758
68.9,74,60.3,4.18,8,138,143,7.7,0.7029
68.2,78,61,3.97,7.8,146,149,8,0.6477
68,81,62,4.29,8.1,152,154,8,0.5925
67.6,89,64.4,3.62,7.37,156,159,8,0.5373
69.1,93,66.9,4.75,8.73,165,167,9.1,0.4821
69.9,95,68.3,4.52,7.95,175,174,9.7,0.427
70,96,68.8,4.04,7.24,189,186,9.2,0.4069
70.2,97,69.3,3.45,6.3,170,170,8.2,0.422
71.6,95,69.9,4.54,7.08,166,167,8.9,0.4371
74,91,71.1,4.63,7.64,174,174,10.2,0.4522
77.5,81,71.2,4.62,7.91,175,177,10.4,0.4673
73.5,89,70.1,4.56,7.84,195,191,12.6,0.4824
73.7,91,70.8,4.37,7.96,196,195,8.8,0.4867
73,94,71,3.76,7.33,205,206,9.2,0.4802
72.2,95,70.7,3.73,7.35,200,202,7.2,0.4737
71.4,91,68.7,3.89,7.3,226,229,8.7,0.4672
70.8,88,67.2,4.16,7.96,235,237,7.8,0.4607
70,85,65.2,4.41,8.47,237,240,8.3,0.4542
69.6,84,64.6,4.26,8.1,231,235,8.4,0.4477
69.7,84,64.6,4.47,8.34,230,232,8.5,0.4412
69,85,64.3,4.33,8.12,230,232,8.7,0.4347
68.8,86,64.3,4.18,7.75,228,231,8.5,0.4282
68.5,87,64.5,4.33,7.82,236,238,8.3,0.4217
67.7,90,64.6,4.72,8.22,238,238,8.9,0.4558
67.3,92,65,5.16,8.99,248,249,10.5,0.5305
67.2,90,64.2,5.85,9.84,250,251,11.7,0.6053
67.8,87,63.7,5.69,9.39,239,242,11.6,0.68
70.7,76,62.7,6.96,10.42,249,249,14.9,0.7547
72.9,67,61.3,7.21,10.79,253,253,15.2,0.8295
74.8,62,60.9,6.91,10.38,256,257,15,0.9042
74.7,63,61.5,7.62,11.28,256,257,15.9,0.9308
74.2,63,60.9,7.1,10.61,268,268,15.7,0.9092
73.5,65,61.2,6.6,10.2,269,269,14.5,0.8877
73.2,66,61.3,6.41,9.82,274,274,14,0.8661
72.7,66,60.8,6.38,10.14,279,280,13.2,0.8445
71.2,69,60.6,5.17,8.66,285,284,13,0.823
68.3,79,61.4,5.07,8.42,285,286,10.6,0.791
67.2,79,60.3,3.92,7.09,289,292,10.1,0.7485
66.3,79,59.7,3.35,6.31,280,285,7.9,0.7061
66.3,79,59.5,3.01,5.9,276,281,6.7,0.6636
65.3,81,59.1,2.8,5.63,272,276,6,0.6212
63.9,84,59.1,2.12,5.1,262,271,5.3,0.5788
63.3,87,59.2,2.44,5.53,251,264,4.5,0.5363
63.6,86,59.2,2.28,5,255,269,4.6,0.4939
62.7,89,59.4,2.75,5.72,237,251,5.1,0.4514
63.5,89,60.1,2.67,5.35,257,262,5.3,0.409
63,89,59.9,3.06,6.04,281,286,6.1,0.3665
62.8,90,59.8,2.73,5.46,278,284,5.9,0.3402
63.3,90,60.3,3.2,5.89,270,280,5.9,0.3298
64.5,83,59.4,4.87,7.53,289,289,9.5,0.3195
65.9,78,59,4.97,7.24,295,296,10.6,0.3092
67.7,71,57.9,5.2,7.48,308,308,10.8,0.2989
69.1,66,57.4,4.88,6.93,314,314,11.5,0.2886
69.2,66,57.3,4.74,6.79,312,313,10.6,0.2783
71.3,60,56.5,4.25,6.1,311,311,10.3,0.2734
73.2,55,56,3.94,5.44,306,306,9.9,0.2739
74.5,52,55.7,3.89,5.5,296,297,10.3,0.2744
74.2,53,56.2,4.25,6.04,294,294,10.1,0.2749
74,55,56.6,3.3,4.88,284,285,9.1,0.2755
73.2,59,57.8,2.32,4.36,277,279,7.1,0.276
69.9,67,58.7,1.86,4.2,234,258,4.8,0.2805
67,73,58.2,2.3,4.87,236,251,3.7,0.289
65.8,75,57.6,2.52,5.83,236,248,4.1,0.2975
65.1,76,57.3,2.86,6.62,234,245,5,0.306
64.9,76,57.2,2.87,6.8,241,250,5.2,0.3145
64.6,77,57.3,3.13,7.16,243,255,5.7,0.323
63.8,80,57.6,3.08,7.01,257,267,5.8,0.3315
63,83,57.8,2.89,6.61,256,267,5.6,0.34
62.1,86,57.9,2.75,6.26,251,262,5.2,0.3485
61.4,88,57.9,2.66,6.18,250,261,4.8,0.3569
60.8,90,57.8,2.66,6.07,250,261,4.7,0.3654
60.5,91,57.7,2.6,5.87,247,261,4.5,0.3562
63.6,86,59.3,2.91,5.63,243,258,5.2,0.3293
67.2,78,60.2,2.91,4.75,243,248,6.3,0.3024
71.1,71,61.3,2.92,4.37,248,250,7,0.2755
74.4,65,62.1,2.68,3.8,243,243,6.9,0.2485
77.3,58,61.6,3.26,4.52,252,252,7.7,0.2216
78.6,55,60.9,3.01,4.24,249,251,7.9,0.1947
80.1,51,60.3,2.69,3.72,239,239,7.3,0.1886
81.8,47,59.4,3.12,4.25,230,229,7.3,0.2033
82.6,42,56.9,3.28,4.58,218,216,7.5,0.218
83.3,38,55.3,2.62,3.75,223,222,7.5,0.2327
82.5,41,56.7,1.7,2.97,225,225,5.9,0.2473
79.8,54,61.5,1.22,1.84,235,225,3.8,0.262
75.8,56,58.9,2.52,5.22,277,275,1.6,0.2767
71.6,65,59.1,1.8,4.81,267,274,4.1,0.2914
68.8,71,59.1,1.58,4.22,215,239,2.8,0.3061
67.6,74,58.9,2.04,4.42,191,218,3.3,0.3208
66.6,77,59.1,2.35,5.05,192,214,3.8,0.3355
65.9,80,59.5,2.65,6.17,191,200,4.4,0.3502
66.1,82,60.6,2.91,6.84,196,205,5,0.3648
66.4,87,62.4,3.18,7.38,208,213,5.8,0.3795
66.3,90,63.3,2.83,6.58,222,224,5.7,0.3942
66.1,92,63.7,3.05,6.8,221,229,5.4,0.4089
66,92,63.6,2.48,5.91,230,236,5.4,0.4236
65.6,92,63.4,2.28,5.46,232,242,4.3,0.4286
69.8,82,64.2,3.33,6.52,221,229,4.3,0.4239
73.5,76,65.4,2.92,6.02,232,238,6,0.4192
78,67,66.1,3.29,5.03,250,253,7,0.4144
80.1,64,67,3.03,4.33,262,263,7.9,0.4097
82.1,62,68,2.3,3.2,268,268,7,0.405
83.4,58,67.3,1.6,2.2,270,270,5.9,0.4003
84.9,54,66.5,1.92,2.56,231,231,6.8,0.3956
86,51,65.6,2.02,2.53,200,198,6.7,0.3909
86.4,49,64.9,2.16,2.94,167,170,6.3,0.3862
82.8,56,65.7,3.48,5.34,141,142,7.6,0.3815
83.5,51,63.6,2.82,5.19,197,196,7.5,0.3768
81.2,58,65.3,2.87,5.73,209,209,6.3,0.372
76.6,74,67.7,3.59,7.19,193,201,5.7,0.3833
74.4,77,66.7,3.2,7.26,182,187,6.5,0.4104
74.1,78,66.9,3.51,7.7,175,179,6.4,0.4375
73.5,82,67.7,3.91,8.08,193,192,7.4,0.4646
73.8,83,68.4,3.83,7.76,200,202,7.4,0.4918
74.7,82,68.7,4.4,8.35,219,222,8.7,0.5189
74.3,79,67.4,4.48,8.44,231,234,8.7,0.546
73.1,76,65,4.8,9.18,234,235,9.9,0.5732
72.8,76,65,4.39,8.58,229,229,9.6,0.6003
73.1,79,66.3,4.46,8.44,228,229,8.6,0.6274
72.1,86,67.6,4.91,8.85,237,236,14.8,0.6546
70.2,93,68.1,5.61,10.03,239,240,14.9,0.6777
71.7,87,67.5,7.21,12.75,226,228,14.6,0.6968
70.5,88,66.8,7.95,13.88,230,232,15.9,0.7159
